fecha,titulo,periodico,enlace
"Publicado: Nov 20, 2022 10:19 AM",Arzobispo de SJ se cuestiona si debe seguir en Twitter,Noticel,https://www.noticel.com/article/20221120/arzobispo-de-sj-se-cuestiona-si-debe-seguir-en-twitter/
"Publicado: Nov 20, 2022 09:29 AM",Catar 2022: Benzema y la maldición del Balón de Oro,Noticel,https://www.noticel.com/deportes/20221120/catar-2022-benzema-y-la-maldicion-del-balon-de-oro/
"Publicado: Nov 20, 2022 09:00 AM","Un joven de 22 años, el autor de un tiroteo mortal en un club en Colorado",Noticel,https://www.noticel.com/estados-unidos/mundo/20221120/un-joven-de-22-anos-el-autor-de-un-tiroteo-mortal-en-un-club-en-colorado/
"Publicado: Nov 20, 2022 08:35 AM",Ultiman a un hombre e hieren a otro en Santurce,Noticel,https://www.noticel.com/policiacas/la-calle/20221120/ultiman-a-un-hombre-e-hieren-a-otro-en-santurce/
"Publicado: Nov 20, 2022 08:22 AM",Covid-19: Sigue en aumento el número de hospitalizados,Noticel,https://www.noticel.com/ahora/20221120/covid-19-sigue-en-aumento-el-numero-de-hospitalizados/
"Publicado: Nov 20, 2022 04:45 AM",El Mundial de Catar comienza sin el Balón de Oro,Noticel,https://www.noticel.com/deportes/top-stories/20221120/el-mundial-de-catar-comienza-sin-el-balon-de-oro/
"Publicado: Nov 20, 2022 05:45 AM",A consideración del Gobernador  que se declare el Día Internacional de la Partera,Noticel,https://www.noticel.com/ahora/top-stories/20221120/a-consideracion-del-gobernador-que-se-declare-el-dia-internacional-de-la-partera/
"Publicado: Nov 20, 2022 04:45 AM",Costo de vida en Puerto Rico se mantiene entre los más altos de todo Estados Unidos,Noticel,https://www.noticel.com/economia/top-stories/20221120/costo-de-vida-en-puerto-rico-se-mantiene-entre-los-mas-altos-de-todo-estados-unidos/
"Publicado: Nov 20, 2022 04:45 AM",Fiscalía usará evidencia de 10 teléfonos y redes sociales en contra de Verdejo Sánchez,Noticel,https://www.noticel.com/tribunales/ahora/top-stories/20221120/fiscalia-usara-evidencia-de-10-telefonos-y-redes-sociales-en-contra-de-verdejo-sanchez/
"Publicado: Nov 19, 2022 05:51 PM",Fiscal dice que alegaciones de Parra no son ciertas y la insta a buscar la justicia,Noticel,https://www.noticel.com/ahora/20221119/fiscal-dice-que-alegaciones-de-parra-no-son-ciertas-y-la-insta-a-buscar-la-justicia/
"Publicado: Nov 19, 2022 04:49 PM",Llega la última selección de fútbol a Catar,Noticel,https://www.noticel.com/deportes/20221119/llega-la-ultima-seleccion-de-futbol-a-catar/
"Publicado: Nov 19, 2022 03:44 PM",Parra vuelve contra Justicia y cuestiona a la Jefa de Fiscales,Noticel,https://www.noticel.com/ahora/top-stories/20221119/parra-vuelve-contra-justicia-y-cuestiona-a-la-jefa-de-fiscales/
"Publicado: Nov 19, 2022 03:07 PM",Encuentran cadáver en calle de Orocovis,Noticel,https://www.noticel.com/policiacas/la-calle/20221119/encuentran-cadaver-en-calle-de-orocovis/
"Publicado: Nov 19, 2022 01:55 PM",La AAA arreglará tubería colapsada por derrumbe en Yabucoa,Noticel,https://www.noticel.com/la-calle/20221119/la-aaa-arreglara-tuberia-colapsada-por-derrumbe-en-yabucoa/
"Publicado: Nov 19, 2022 01:28 PM",Elon Musk hace sondeo para preguntar si Trump debería volver a Twitter,Noticel,https://www.noticel.com/tecno/20221119/elon-musk-hace-sondeo-para-preguntar-si-trump-deberia-volver-a-twitter/
"Publicado: Nov 19, 2022 12:30 PM",Regresa hoy Emmanuel Rivera con los Indios,Noticel,https://www.noticel.com/beisbol/deportes/20221119/regresa-hoy-emmanuel-rivera-con-los-indios/
"Publicado: Nov 21, 2022 10:38 AM","Se roban “digger”, valorado en $40,000, del municipio de Naranjito",Noticel,https://www.noticel.com/policia/gobierno/ahora/20221121/se-roban-digger-valorado-en-40000-del-municipio-de-naranjito/
"Publicado: Nov 21, 2022 09:37 AM",Futbolistas iraníes no cantaron el himno en señal de protesta ,Noticel,https://www.noticel.com/deportes/20221121/futbolistas-iranies-no-cantaron-el-himno-en-senal-de-protesta/
"Publicado: Nov 21, 2022 09:24 AM",Hallan a mujer muerta en plena avenida Fernández Juncos,Noticel,https://www.noticel.com/policia/gobierno/ahora/20221121/hallan-a-mujer-muerta-en-plena-avenida-fernandez-juncos/
"Publicado: Nov 21, 2022 09:23 AM",Zelenski pide se declare a Rusia estado terrorista,Noticel,https://www.noticel.com/mundo/20221121/zelenski-pide-se-declare-a-rusia-estado-terrorista/
"Publicado: Nov 21, 2022 09:07 AM",Autoridades intervienen con cuatro hombres en costa de Cabo Rojo,Noticel,https://www.noticel.com/policiacas/la-calle/20221121/autoridades-intervienen-con-cuatro-hombres-en-costa-de-cabo-rojo/
"Publicado: Nov 21, 2022 08:52 AM",Intervienen con mujer en el aeropuerto LMM,Noticel,https://www.noticel.com/policiacas/la-calle/20221121/intervienen-con-mujer-en-el-aeropuerto-lmm/
"Publicado: Nov 21, 2022 08:26 AM",Wilfrido Vargas celebrará en Puerto Rico sus 50 años de carrera,Noticel,https://www.noticel.com/musica/pop/20221121/wilfrido-vargas-celebrara-en-puerto-rico-sus-50-anos-de-carrera/
"Publicado: Nov 21, 2022 07:50 AM",FIFA prohíbe uso del brazalete ''One Love'' en Catar,Noticel,https://www.noticel.com/deportes/20221121/fifa-prohibe-uso-del-brazalete-one-love-en-catar/
"Publicado: Nov 21, 2022 11:02 AM",EN VIVO: Sector religioso pide cancelación del contrato de LUMA Energy,Noticel,https://www.noticel.com/ahora/20221121/en-vivo-sector-religioso-pide-cancelacion-del-contrato-de-luma-energy/
"Publicado: Nov 21, 2022 09:57 AM",Baja nueve puntos el apoyo a leyes más estrictas sobre las armas de fuego en EU,Noticel,https://www.noticel.com/estados-unidos/20221121/baja-nueve-puntos-el-apoyo-a-leyes-mas-estrictas-sobre-las-armas-de-fuego-en-eu/
"Publicado: Nov 21, 2022 09:46 AM",Cangrejeras aseguran su boleto a postemporada del BSNF,Noticel,https://www.noticel.com/article/20221121/cangrejeras-aseguran-su-boleto-a-postemporada-del-bsnf/
"Publicado: Nov 21, 2022 05:26 AM",Aumentan a 62 las muertes por terremoto en Indonesia,Noticel,https://www.noticel.com/mundo/20221121/aumentan-a-62-las-muertes-por-terremoto-en-indonesia/
"Publicado: Nov 21, 2022 11:08 AM",EN VIVO: Gobernador inaugura puente en Yauco,Noticel,https://www.noticel.com/ahora/20221121/en-vivo-gobernador-inaugura-puente-en-yauco/
"Publicado: Nov 21, 2022 11:35 AM","Inglaterra goleó, 6-2, a Irán en su primer compromiso en Catar",Noticel,https://www.noticel.com/deportes/top-stories/20221121/inglaterra-goleo-6-2-a-iran-en-su-primer-compromiso-en-catar/
"Publicado: Nov 21, 2022 10:34 AM",Gobernador inaugura puente e informa de trabajos en escuelas de Yauco afectadas por terremoto,Noticel,https://www.noticel.com/gobierno/ahora/20221121/gobernador-inaugura-puente-e-informa-de-trabajos-en-escuelas-de-yauco-afectadas-por-terremoto/
"Publicado: Nov 21, 2022 12:07 PM",Pierluisi Urrutia y rechazo a contrato de LUMA: “Está trillado el asunto”,Noticel,https://www.noticel.com/gobierno/ahora/economia/20221121/pierluisi-urrutia-y-rechazo-a-contrato-de-luma-esta-trillado-el-asunto/
"Publicado: Nov 21, 2022 11:06 AM","Alertan más de 3,000 profesionales de la industria eléctrica a punto de perder sus licencias ",Noticel,https://www.noticel.com/ahora/20221121/alertan-mas-de-3000-profesionales-de-la-industria-electrica-a-punto-de-perder-sus-licencias/
"Publicado: Nov 21, 2022 12:36 PM","Gobernador, tras dichos de Parra de que contactó al FBI: “Puede comunicarse con quien quiera”",Noticel,https://www.noticel.com/gobierno/ahora/top-stories/20221121/gobernador-tras-dichos-de-parra-de-que-contacto-al-fbi-puede-comunicarse-con-quien-quiera/
"Publicado: Nov 21, 2022 11:28 AM",Hasta el 30 de noviembre para solicitar Asistencia de Desempleo por Desastre,Noticel,https://www.noticel.com/gobierno/ahora/economia/20221121/hasta-el-30-de-noviembre-para-solicitar-asistencia-de-desempleo-por-desastre/
"Publicado: Nov 21, 2022 01:36 PM",DIPAC no favorece FEI contra alcalde de Aguadilla,Noticel,https://www.noticel.com/municipios/20221121/dipac-no-favorece-fei-contra-alcalde-de-aguadilla/
"Publicado: Nov 21, 2022 12:35 PM",Vuelven a investigar a Trump por pago de una actriz porno,Noticel,https://www.noticel.com/estados-unidos/mundo/20221121/vuelven-a-investigar-a-trump-por-pago-de-una-actriz-porno/
"Publicado: Nov 21, 2022 12:08 PM",Justicia concluye que no procede recomendar FEI contra alcalde de San Juan por caso de J.R. Asphalt,Noticel,https://www.noticel.com/ahora/top-stories/20221121/justicia-concluye-que-no-procede-recomendar-fei-contra-alcalde-de-san-juan-por-caso-de-j-r-asphalt/
"Publicado: Nov 21, 2022 11:59 AM","Messi: ""Llego en un gran momento en lo personal y en lo físico""",Noticel,https://www.noticel.com/deportes/20221121/messi-llego-en-un-gran-momento-en-lo-personal-y-en-lo-fisico/
"Publicado: Nov 21, 2022 02:00 PM",Artistas puertorriqueños se presentan en Encendido Navideño en Florida,Noticel,https://www.noticel.com/pop/top-stories/20221121/artistas-puertorriquenos-se-presentan-en-encendido-navideno-en-florida/
"Publicado: Nov 21, 2022 05:26 AM",Aumentan a 62 las muertes por terremoto en Indonesia,Noticel,https://www.noticel.com/mundo/20221121/aumentan-a-162-las-muertes-por-terremoto-en-indonesia/
"Publicado: Nov 22, 2022 07:41 AM","Informe del tránsito para hoy, martes",Noticel,https://www.noticel.com/transito/la-calle/20221122/informe-del-transito-para-hoy-martes-15/
"Publicado: Nov 22, 2022 06:16 AM","Victorias para Caguas, Santurce y Mayagüez en el béisbol invernal",Noticel,https://www.noticel.com/beisbol/deportes/20221122/victorias-para-caguas-santurce-y-mayaguez-en-el-beisbol-invernal/
"Publicado: Nov 22, 2022 06:04 AM",Changos superan a Plataneros en el round robin,Noticel,https://www.noticel.com/deportes/20221122/changos-superan-a-plataneros-en-el-round-robin/
"Publicado: Nov 22, 2022 05:48 AM","Ocho muertes y 176 hospitalizados por covid, informa hoy Salud",Noticel,https://www.noticel.com/salud/la-calle/20221122/ocho-muertes-y-176-hospitalizados-por-covid-informa-hoy-salud/
"Publicado: Nov 22, 2022 05:36 AM",El cielo estará hoy mayormente soleado,Noticel,https://www.noticel.com/el-tiempo/20221122/el-cielo-estara-hoy-mayormente-soleado-9/
"Publicado: Nov 22, 2022 05:13 AM",Fallece el cantautor cubano Pablo Milanés,Noticel,https://www.noticel.com/musica/pop/top-stories/20221122/fallece-el-cantautor-cubano-pablo-milanes/
"Publicado: Nov 22, 2022 04:45 AM",España en los Mundiales: una estrella y múltiples decepciones,Noticel,https://www.noticel.com/deportes/top-stories/20221122/espana-en-los-mundiales-una-estrella-y-multiples-decepciones/
"Publicado: Nov 22, 2022 04:45 AM",Visitantes gastan un promedio de $206 diarios en Puerto Rico ,Noticel,https://www.noticel.com/economia/gobierno/ahora/top-stories/20221122/visitantes-gastan-un-promedio-de-206-diarios-en-puerto-rico/
"Publicado: Nov 22, 2022 04:45 AM",Puertos busca poner orden en la bahía de San Juan con reglamento y multas,Noticel,https://www.noticel.com/gobierno/ahora/top-stories/20221122/puertos-busca-poner-orden-en-la-bahia-de-san-juan-con-reglamento-y-multas/
"Publicado: Nov 22, 2022 04:45 AM",Vuelta con Sentido: joven busca ayudar a niños con diversidad funcional,Noticel,https://www.noticel.com/vida/top-stories/20221122/vuelta-con-sentido-joven-busca-ayudar-a-ninos-con-diversidad-funcional/
"Publicado: Nov 22, 2022 05:45 AM",Gobernador reconoce narcotráfico está “asediando” a Puerto Rico,Noticel,https://www.noticel.com/gobierno/ahora/policia/top-stories/20221122/gobernador-reconoce-narcotrafico-esta-asediando-a-puerto-rico/
"Publicado: Nov 21, 2022 10:04 PM",Cuatro medallas más para Puerto Rico en Santa Marta 2022,Noticel,https://www.noticel.com/deportes/20221121/cuatro-medallas-mas-para-puerto-rico-en-santa-marta-2022/
"Publicado: Nov 21, 2022 09:36 PM","El Miss Venezuela, empañado por denuncias de fraude en la última elección",Noticel,https://www.noticel.com/pop/20221121/el-miss-venezuela-empanado-por-denuncias-de-fraude-en-la-ultima-eleccion/
"Publicado: Nov 21, 2022 08:31 PM",Carlos Beltrán aparecerá por primera vez en la boleta para el Salón de la Fama ,Noticel,https://www.noticel.com/mlb/beisbol/deportes/20221121/carlos-beltran-aparecera-por-primera-vez-en-la-boleta-para-el-salon-de-la-fama/
"Publicado: Nov 21, 2022 08:01 PM",Tres hombres y dos mujeres murieron en el tiroteo en un club gay de Colorado ,Noticel,https://www.noticel.com/estados-unidos/mundo/20221121/tres-hombres-y-dos-mujeres-murieron-en-el-tiroteo-en-un-club-gay-de-colorado/
"Publicado: Nov 21, 2022 07:29 PM",Arrestan a boxeador profesional por Ley 54 y maltrato de menores ,Noticel,https://www.noticel.com/la-calle/policiacas/20221121/arrestan-a-boxeador-profesional-por-ley-54-y-maltrato-de-menores/
"Publicado: Nov 21, 2022 07:07 PM","Parra fue al FBI luego de que el secretario de Justicia ""minimizó"" denuncia en caso Casellas",Noticel,https://www.noticel.com/la-calle/policia/gobierno/ahora/20221121/parra-fue-al-fbi-luego-de-que-el-secretario-de-justicia-minimizo-denuncia-en-caso-casellas/
"Publicado: Nov 21, 2022 05:55 PM",Los despidos continúan en Twitter mientras Musk decide sobre cuentas vetadas,Noticel,https://www.noticel.com/mundo/20221121/los-despidos-continuan-en-twitter-mientras-musk-decide-sobre-cuentas-vetadas/
"Publicado: Nov 21, 2022 05:17 PM",Filiberto Rivera regresa a los Gigantes de Carolina,Noticel,https://www.noticel.com/deportes/20221121/filiberto-rivera-regresa-a-los-gigantes-de-carolina/
"Publicado: Nov 21, 2022 05:05 PM",Empleados públicos tendrán este viernes libre ,Noticel,https://www.noticel.com/ahora/gobierno/20221121/empleados-publicos-tendran-este-viernes-libre/
"Publicado: Nov 21, 2022 05:55 PM",Estados Unidos y Gales empatan a un gol,Noticel,https://www.noticel.com/deportes/20221121/estados-unidos-y-gales-empatan-a-un-gol/
"Publicado: Nov 21, 2022 04:42 PM",AMPR lamenta rechazo del Tribunal Supremo sobre el Plan de Ajuste y el retiro ,Noticel,https://www.noticel.com/ahora/20221121/ampr-lamenta-rechazo-del-tribunal-supremo-sobre-el-plan-de-ajuste-y-el-retiro/
"Publicado: Nov 21, 2022 04:16 PM",Radican cargos contra mujer por la muerte de un hombre en un negocio de Yabucoa,Noticel,https://www.noticel.com/la-calle/policiacas/20221121/radican-cargos-contra-mujer-por-la-muerte-de-un-hombre-en-un-negocio-de-yabucoa/
"Publicado: Nov 21, 2022 04:04 PM",Rescatan a 22 migrantes que viajaban con peligroso oleaje al sur de Florida,Noticel,https://www.noticel.com/estados-unidos/mundo/20221121/rescatan-a-22-migrantes-que-viajaban-con-peligroso-oleaje-al-sur-de-florida/
"Publicado: Nov 21, 2022 03:50 PM",Grupo religioso exige a Pierluisi que cancele el contrato de LUMA,Noticel,https://www.noticel.com/ahora/20221121/grupo-religioso-exige-a-pierluisi-que-cancele-el-contrato-de-luma/
"Publicado: Nov 21, 2022 03:13 PM",Buscan menor de 12 años desparecida,Noticel,https://www.noticel.com/la-calle/policiacas/20221121/buscan-menor-de-12-anos-desparecida/
"Publicado: Nov 21, 2022 02:58 PM","Finalizan negociaciones en caso Pérez Otero, va para juicio",Noticel,https://www.noticel.com/tribunales/ahora/top-stories/20221121/finalizan-negociaciones-en-caso-perez-otero-va-para-juicio/
"Publicado: Nov 21, 2022 02:33 PM",Arrestan a sujeto acusado de intentar estrangular a una anciana de 83 años,Noticel,https://www.noticel.com/la-calle/policiacas/20221121/arrestan-a-sujeto-acusado-de-intentar-estrangular-a-una-anciana-de-83-anos/
"Publicado: Nov 21, 2022 02:14 PM",Biden cumple con la tradición y perdona dos pavos por Acción de Gracias ,Noticel,https://www.noticel.com/estados-unidos/mundo/20221121/biden-cumple-con-la-tradicion-y-perdona-dos-pavos-por-accion-de-gracias/
"Publicado: Nov 21, 2022 01:52 PM",Catar 2022: Países Bajos aguantó el empuje de Senegal,Noticel,https://www.noticel.com/deportes/20221121/catar-2022-paises-bajos-aguanto-el-empuje-de-senegal/
"Publicado: Nov 21, 2022 02:41 PM",Una avioneta cae en un barrio de Medellín y deja al menos ocho muertos,Noticel,https://www.noticel.com/mundo/20221121/una-avioneta-cae-en-un-barrio-de-medellin-y-deja-al-menos-ocho-muertos/
"Publicado: Nov 21, 2022 01:29 PM",Declaran estado de emergencia en Nueva York por enorme nevada,Noticel,https://www.noticel.com/estados-unidos/mundo/el-tiempo/20221121/declaran-estado-de-emergencia-en-nueva-york-por-enorme-nevada/
"Publicado: Nov 22, 2022 09:00 AM",La subordinación económica y sus consecuencias,Noticel,https://www.noticel.com/opiniones/20221122/la-subordinacion-economica-y-sus-consecuencias/
"Publicado: Nov 22, 2022 07:53 AM",Emanuelli alega que exfiscal Parra se desquita porque no fue nombrada fiscal de distrito,Noticel,https://www.noticel.com/tribunales/ahora/top-stories/20221122/emanuelli-alega-que-exfiscal-parra-se-desquita-porque-no-fue-nombrada-fiscal-de-distrito/
"Publicado: Nov 22, 2022 09:39 AM",Mal comienzo de Argentina en el Mundial,Noticel,https://www.noticel.com/deportes/20221122/mal-comienzo-de-argentina-en-el-mundial/
"Publicado: Nov 22, 2022 10:03 AM",EN VIVO: Excandidatos a alcaldía de San Juan reaccionan a decisión de Justicia,Noticel,https://www.noticel.com/ahora/la-calle/20221122/en-vivo-excandidatos-a-alcaldia-de-san-juan-reaccionan-a-decision-de-justicia/
"Publicado: Nov 22, 2022 08:57 AM",Tribunales trabajarán este fin de semana en horario especial,Noticel,https://www.noticel.com/tribunales/ahora/20221122/tribunales-trabajaran-este-fin-de-semana-en-horario-especial/
"Publicado: Nov 22, 2022 10:24 AM",EN VIVO: Comienzan trabajos de construcción en la subestación de Manatí,Noticel,https://www.noticel.com/ahora/la-calle/20221122/en-vivo-comienzan-trabajos-de-construccion-en-la-subestacion-de-manati/
"Publicado: Nov 22, 2022 09:14 AM",Hallan hombre muerto en motel de Trujillo Alto,Noticel,https://www.noticel.com/policiacas/la-calle/20221122/hallan-hombre-muerto-en-motel-de-trujillo-alto/
"Publicado: Nov 28, 2022 07:35 AM",Hombre muere en accidente de tránsito en Cabo Rojo,Noticel,https://www.noticel.com/policiacas/la-calle/20221128/hombre-muere-en-accidente-de-transito-en-cabo-rojo/
"Publicado: Nov 28, 2022 06:20 AM",En vivo: Antonia Novello habla sobre alza en covid e influenza,Noticel,https://www.noticel.com/ahora/20221128/en-vivo-antonia-novello-habla-sobre-alza-en-covid-e-influenza/
"Publicado: Nov 28, 2022 05:41 AM",Reportan cinco asesinatos durante el fin de semana de Acción de Gracias,Noticel,https://www.noticel.com/policiacas/la-calle/20221128/reportan-cinco-asesinatos-durante-el-fin-de-semana-de-accion-de-gracias/
"Publicado: Nov 28, 2022 05:05 AM",Covid-19: Salud reporta una muerte y 199 hospitalizaciones,Noticel,https://www.noticel.com/ahora/20221128/covid-19-salud-reporta-una-muerte-y-199-hospitalizaciones/
"Publicado: Nov 28, 2022 04:45 AM",NBA: Antetokounmpo domina el duelo contra Doncic,Noticel,https://www.noticel.com/deportes/20221128/nba-antetokounmpo-domina-el-duelo-contra-doncic/
"Publicado: Nov 28, 2022 04:45 AM",Siguen bajando las reclamaciones iniciales por  desempleo,Noticel,https://www.noticel.com/gobierno/ahora/top-stories/20221128/siguen-bajando-las-reclamaciones-iniciales-por-desempleo/
